시설명,분점명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,블로그 주소,페이스북 주소,인스타 주소,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,입장료 유무 여부,입장 가능 나이,가족 화장실 보유 여부,수유실 보유 여부,유모차 대여 여부,키즈존 여부,최종작성일
어진박물관,,전시/공연,전시/기념관,기타전시/박물관,전라북도,전주시 완산구,풍남동,,91-5 번지,태조로,44 번,35.815519,127.1501202,55042,전라북도 전주시 완산구 태조로 44,전라북도 전주시 완산구 풍남동3가 91-5,063-231-0090,http://www.eojinmuseum.org/,정보없음,정보없음,https://www.instagram.com/eojinmuseum/,1월 1일,09:00~20:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
어촌민속박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,안산시 단원구,선감동,,717 번지,대부황금로,7 번,37.19250726,126.6461205,15652,경기도 안산시 단원구 대부황금로 7,경기도 안산시 단원구 선감동 717,032-886-0126,https://www.ansanuc.net/museum/index.do,정보없음,정보없음,정보없음,"월요일, 1월 1일, 명절",09:00~18:00,N,Y,Y,연령제한없음,N,Y,N,Y,2022-10-31
어촌민속전시관,,전시/공연,전시/기념관,기타전시/박물관,강원도,삼척시,원덕읍,갈남리,301 번지,삼척로,1852-6 번,37.26795788,129.3272827,25956,강원도 삼척시 원덕읍 삼척로 1852-6,강원도 삼척시 원덕읍 갈남리 301,033-572-4429,https://www.samcheok.go.kr/tour.web?amode=_viw&idx=136&type=_blank&cate=3,정보없음,정보없음,정보없음,"매월 18일 (휴일, 연휴인 경우 그 다음 평일)","[11~2월] 09:00~16:00, [3~10월] 09:00~17:00",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
어촌전시관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,완도군,완도읍,정도리,960 번지,화흥포길,149 번,34.30732882,126.6885572,59110,전라남도 완도군 완도읍 화흥포길 149,전라남도 완도군 완도읍 정도리 960,061-550-6911,https://www.wando.go.kr/tour/attraction/main_tour/fishingvil_museum,정보없음,정보없음,정보없음,"월요일, 1월 1일, 명절","평일 09:00~18:00, 주말 09:00~17:30, 동절기 1시간 일찍 종료",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
어촌체험관,,문화관광/명소,관광지,N,강원도,양구군,양구읍,상무룡리,565-4 번지,상무룡로,768-2 번,38.14597048,127.9050411,24516,강원도 양구군 양구읍 상무룡로 768-2,강원도 양구군 양구읍 상무룡리 565-4,033-480-2385,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
어촌체험마을,,문화관광/명소,관광지,유명관광지,경기도,화성시,서신면,궁평리,688 번지,궁평항로,1069-17 번,37.11666748,126.682955,18556,경기도 화성시 서신면 궁평항로 1069-17,경기도 화성시 서신면 궁평리 688,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
어쿠스틱홀릭,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,마포구,서교동,,328-18 번지,와우산로29길,26 번,37.55526871,126.9285845,04052,서울특별시 마포구 와우산로29길 26,서울특별시 마포구 서교동 328-18,0507-1395-3441,https://cafe.naver.com/acoustickorea/,정보없음,정보없음,정보없음,연중무휴,"01:00~05:00 CLUL TIME, 13:00~05:00 까페 및 연습공간, 대관, 13:00~17:30 까페, 18:30~12:30 MUSICIAN LINE UP",N,N,Y,연령제한없음,N,N,N,Y,2022-10-31
억새전시관,,전시/공연,전시/기념관,기타전시/박물관,강원도,정선군,남면,문곡리,127-14 번지,칠현로,83 번,37.26932409,128.739764,26145,강원도 정선군 남면 칠현로 83,강원도 정선군 남면 문곡리 127-14,033-591-1004,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=9e7b6f7d-0707-4c1c-9d2d-f4f822810bf7,정보없음,정보없음,정보없음,연중무휴,09:00~18:00(방문 전 전화문의 요망),Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
언더스탠드에비뉴,,전시/공연,영화/연극/공연,N,서울특별시,성동구,성수1가1동,,685-704 번지,왕십리로,63 번,37.5436228,127.0435859,04769,서울특별시 성동구 왕십리로 63,서울특별시 성동구 성수동1가 685-704,02-2290-2317,http://www.understandavenue.com/,정보없음,정보없음,https://www.instagram.com/understandavenue/,연중무휴,"[카페 서울숲] 10:00~22:00, [엄마 손만두 소풍] 10:00~19:00, [쓰담슈즈] 11:00~20:00 ",N,N,N,연령제한없음,N,N,N,Y,2022-10-31
언더스테이지,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,용산구,한남동,,683-132 번지,이태원로,246 번,37.53663557,127.0007021,04400,서울특별시 용산구 이태원로 246,서울특별시 용산구 한남동 683-132,02-331-6301,https://dive.hyundaicard.com/web/understage/spaceMain.hdc,정보없음,정보없음,정보없음,월요일,12:00~21:00,N,N,N,공연별 상이,N,N,N,Y,2022-10-31
언양천전리성,,문화관광/명소,명승지,성/성터,울산광역시,울주군,상북면,명촌리,산72-1 번지,,,35.56148086,129.0872122,,,울산광역시 울주군 상북면 명촌리 산 72-1,,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
얼굴박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,광주시,남종면,분원리,68 번지,분원길,44626 번,37.4939422,127.302028,12708,경기도 광주시 남종면 분원길 3-6 ,경기도 광주시 남종면 분원리 68,031-765-3522,정보없음,정보없음,정보없음,정보없음,화요일,10:00~18:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
얼음골유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,충청북도,제천시,수산면,능강리,산49 번지,옥순봉로12길,5 번,36.9873696,128.1985267,27218,충청북도 제천시 수산면 옥순봉로12길 5,충청북도 제천시 수산면 능강리 산 49,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
얼음골자연유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,강원도,홍천군,서면,중방대리,185-3 번지,한서로,1158 번,37.65370259,127.6136447,25104,강원도 홍천군 서면 한서로 1158,강원도 홍천군 서면 중방대리 185-3,033-432-7801,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
얼음골축음기소리박물관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,밀양시,산내면,원서리,112-3 번지,산내로,926-1 번,35.59817382,128.9351502,50414,경상남도 밀양시 산내면 산내로 926-1,경상남도 밀양시 산내면 원서리 112-3,055-354-8878,http://epsmuseum.co.kr/,정보없음,정보없음,정보없음,연중무휴,"[5~10월] 09:00~20:00, [11~4월] 09:00~18:00",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
엄마꿈박물관,,전시/공연,전시/기념관,기타전시/박물관,강원도,강릉시,구정면,여찬리,573-2 번지,정등로,130 번,37.72922013,128.8741651,25622,강원도 강릉시 구정면 정등로 130,강원도 강릉시 구정면 여찬리 573-2,033-823-2700,http://designthinkingmuseum.com/index,정보없음,정보없음,https://www.instagram.com/designthinkingmuseum/,주말,09:00~18:00,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
엄마아빠어렸을적에,,전시/공연,전시/기념관,기타전시/박물관,경상북도,군위군,산성면,화본리,826-1 번지,산성가음로,722 번,36.12777953,128.6961203,39058,경상북도 군위군 산성면 산성가음로 722,경상북도 군위군 산성면 화본리 826-1,054-382-3361,http://hwabon.kr,정보없음,정보없음,정보없음,연중무휴,"[11-2월] 09:00~16:30, [3-10월] 09:00~18:00",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
엄뮤지엄,,전시/공연,전시/기념관,미술관,경기도,화성시,봉담읍,수기리,1-1 번지,오궁길,37 번,37.20553707,126.9793812,18327,경기도 화성시 봉담읍 오궁길 37,경기도 화성시 봉담읍 수기리 1-1,031-222-9188,http://www.ummuseum.com/,정보없음,정보없음,정보없음,"일요일, 월요일, 공휴일, 명절",10:00~17:00,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
엄미술관,,전시/공연,전시/기념관,미술관,경기도,화성시,봉담읍,수기리,1-1 번지,오궁길,37 번,37.20553707,126.9793812,18327,경기도 화성시 봉담읍 오궁길 37,경기도 화성시 봉담읍 수기리 1-1,031-222-9188,http://www.ummuseum.com/,정보없음,정보없음,정보없음,"일요일, 월요일, 공휴일, 명절",10:00~17:00,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
엄홍길전시관,,전시/공연,전시/기념관,기타전시/박물관,경기도,의정부시,녹양동,,174-1 번지,체육로,90 번,37.75793498,127.0316068,11606,경기도 의정부시 체육로 90,경기도 의정부시 녹양동 174-1,031-828-2499,https://www.ggtour.or.kr/tourdb/goosuk.php?no=1584&mode=detaill,정보없음,정보없음,정보없음,"주말, 공휴일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
엄홍길전시관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,고성군,거류면,송산리,276 번지,거류로,335 번,34.97261395,128.3868626,52924,경상남도 고성군 거류면 거류로 335,경상남도 고성군 거류면 송산리 276,055-670-2661,https://www.goseong.go.kr/tour/index.goseong?menuCd=DOM_000000201003001000,정보없음,정보없음,정보없음,월요일,09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
업스테이지,,전시/공연,영화/연극/공연,N,서울특별시,종로구,동숭동,,1-150 번지,동숭길,41 번,37.58010131,127.0042795,03086,서울특별시 종로구 동숭길 41,서울특별시 종로구 동숭동 1-150,070-4792-8342,정보없음,정보없음,정보없음,정보없음,공연별 상이,공연별 상이,N,Y,Y,공연별 상이,N,N,N,Y,2022-10-31
엉뜰해변,,문화관광/명소,관광지,해수욕장,인천광역시,강화군,서도면,볼음도리,647-1 번지,,,37.66649287,126.1878685,23010,,인천광역시 강화군 서도면 볼음도리 647-1,,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
엉알해안,,문화관광/명소,관광지,해수욕장,제주특별자치도,제주시,한경면,고산리,,,,33.29161177,126.1689338,,,제주특별자치도 제주시 한경면 고산리,064-728-7973,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
엉클브룩스쥬,평택점,문화관광/명소,관광지,동물원,경기도,평택시,비전동,,1104 번지,비전5로,10 번,36.99918068,127.1125405,17854,경기도 평택시 비전5로 10,경기도 평택시 비전동 1104,031-630-2612,정보없음,정보없음,정보없음,https://www.instagram.com/uncle_brooks_zoo/,화요일,"평일 10:30~19:00, 주말 10:30~20:00",Y,Y,Y,연령제한없음,N,Y,N,Y,2022-10-31
에너지전시관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,창원시 진해구,덕산동,,588 번지,천자로,160 번,35.14129908,128.6883002,51657,경상남도 창원시 진해구 천자로 160,경상남도 창원시 진해구 덕산동 588,055-712-0447,정보없음,정보없음,정보없음,정보없음,월요일,09:00~18:00,Y,N,N,연령제한없음,Y,N,N,Y,2022-10-31
에너지환경과학공원에너지전시관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,창원시 진해구,덕산동,,584 번지,천자로,101 번,35.14231433,128.6893981,51657,경상남도 창원시 진해구 천자로 101,경상남도 창원시 진해구 덕산동 584,055-712-0446,정보없음,정보없음,정보없음,정보없음,월요일,"09:00~18:00, 12:00~13:00 휴게시간",Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
에덴밸리루지,,문화관광/명소,관광지,일반유원지/일반놀이공원,경상남도,양산시,원동면,대리,1040-1 번지,어실로,1206 번,35.42905196,128.9844664,50584,경상남도 양산시 원동면 어실로 1206,경상남도 양산시 원동면 대리 1040-1,055-379-8159,http://www.edenvalley.co.kr/,https://blog.naver.com/edenvalleyluge,정보없음,정보없음,정보없음,정보없음,Y,N,Y,신장85cm이하 불가,N,N,N,Y,2022-10-31
에덴유원지,,문화관광/명소,관광지,테마공원/대형놀이공원,부산광역시,사하구,하단동,,786-1 번지,,,35.10916994,128.9622675,49309,,부산광역시 사하구 하단동 786-1,051-220-6041,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=64194709-dc74-432a-9f3f-8ab0e0f7ad56,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
에덴의정원수목장,,문화관광/명소,관광지,휴양림/수목원,전라북도,전주시 완산구,효자5동,,산192-1 번지,콩쥐팥쥐로,1705-62 번,35.82546749,127.0863274,54878,전라북도 전주시 완산구 콩쥐팥쥐로 1705-62,전라북도 전주시 완산구 효자동3가 산 192-1,063-226-0107,http://www.eden-jungwon.co.kr/,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,Y,연령제한없음,N,N,N,N,2022-10-31
에덴힐스힐링파크,,문화관광/명소,관광지,테마공원/대형놀이공원,충청남도,홍성군,서부면,중리,32 번지,와룡로126번길,76-64 번,36.57253928,126.5293675,32204,충청남도 홍성군 서부면 와룡로126번길 76-64,충청남도 홍성군 서부면 중리 32,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,Y,Y,연령제한없음,N,N,N,Y,2022-10-31
에델바이스 스위스 테마파크커피박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,가평군,설악면,이천리,306-3 번지,다락재로,226-57 번,37.66801015,127.4472442,12468,경기도 가평군 설악면 다락재로 226-57,경기도 가평군 설악면 이천리 306-3,031-581-9400,http://www.swissthemepark.com,정보없음,정보없음,정보없음,연중무휴,09:00~18:00,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
에디슨과학박물관,,전시/공연,전시/기념관,기타전시/박물관,강원도,강릉시,저동,,36 번지,경포로,393 번,37.79796032,128.897388,25461,강원도 강릉시 경포로 393,강원도 강릉시 저동 36,033-655-1130,http://www.edisonmuseum.kr/,정보없음,정보없음,https://www.instagram.com/charmsori_museum/,연중무휴,10:00~17:00(15:30까지 입장),Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
에로스서각박물관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,신안군,암태면,신석리,1717 번지,박달로,362-26 번,34.85812685,126.1228997,58833,전라남도 신안군 암태면 박달로 362-26,전라남도 신안군 암태면 신석리 1717,061-240-8657,정보없음,정보없음,정보없음,정보없음,월요일,"[11~2월] 09:00~17:00, [3~10월] 09:00~18:00",N,N,Y,연령제한없음,N,N,N,N,2022-10-31
에밀레박물관,,전시/공연,전시/기념관,기타전시/박물관,충청북도,보은군,속리산면,상판리,35 번지,법주사로,82-37 번,36.51744031,127.8196841,28910,충청북도 보은군 속리산면 법주사로 82-37,충청북도 보은군 속리산면 상판리 35,,정보없음,정보없음,정보없음,정보없음,월요일-목요일,금-일 11:00~18:00,N,N,N,연령제한없음,N,N,N,N,2022-10-31
에버그린수목장,,문화관광/명소,관광지,휴양림/수목원,경기도,안성시,양성면,동항리,110-8 번지,,,37.07010094,127.1992463,17502,,경기도 안성시 양성면 동항리 110-8,031-673-4785,http://www.evergreenpark.co.kr/,정보없음,정보없음,정보없음,연중무휴,09:00~17:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
에버랜드,,문화관광/명소,관광지,테마공원/대형놀이공원,경기도,용인시 처인구,포곡읍,전대리,310 번지,에버랜드로,199 번,37.2940667,127.202128,17023,경기도 용인시 처인구 포곡읍 에버랜드로 199,경기도 용인시 처인구 포곡읍 전대리 310,031-320-5000,http://www.everland.com/,정보없음,정보없음,정보없음,정보없음,정보없음,Y,Y,Y,연령제한없음,Y,Y,Y,Y,2022-10-31
에버랜드프라이드인코리아,,문화관광/명소,관광지,N,경기도,용인시 처인구,포곡읍,전대리,310 번지,에버랜드로,199 번,37.2940667,127.202128,17023,경기도 용인시 처인구 포곡읍 에버랜드로 199,경기도 용인시 처인구 포곡읍 전대리 310,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,Y,Y,연령제한없음,N,Y,Y,Y,2022-10-31
